,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일
174,이영우02한LF,133,564,476,96,150,26,1,24,250,52,13,12,73,8,6,103,14,7,0,.315,.415,.525,.940,.406,153.0,5.42,1973-11-27
175,최정08S3B,114,476,406,77,133,24,1,12,195,61,19,8,41,17,2,58,7,10,2,.328,.410,.480,.890,.405,148.5,5.40,1987-02-28
176,이강돈90빙LF,117,496,436,81,146,20,6,16,226,84,12,10,45,6,2,78,10,3,6,.335,.400,.518,.918,.420,159.0,5.39,1961-02-27
177,강민호11롯C,124,506,450,63,130,25,2,19,216,66,4,6,47,8,2,81,18,0,1,.289,.366,.480,.846,.388,135.2,5.38,1985-08-18
178,박석민15삼3B,135,559,448,90,144,25,0,26,247,116,3,0,83,19,0,97,13,1,8,.321,.441,.551,.992,.437,156.8,5.38,1985-06-22
179,강민호08롯C,122,501,435,51,127,25,1,19,211,82,2,4,49,7,1,77,13,0,10,.292,.365,.485,.850,.387,136.5,5.37,1985-08-18
180,이만수88삼C,86,334,285,47,92,13,0,18,159,58,6,3,41,7,5,22,8,0,1,.323,.419,.558,.977,.439,176.5,5.35,1958-09-19
181,이종욱07두CF,123,528,465,84,147,20,12,1,194,46,47,14,48,4,0,74,6,6,4,.316,.382,.417,.799,.369,127.9,5.34,1980-06-18
182,박재홍08SRF,112,471,396,66,126,26,2,19,213,72,5,6,69,3,4,66,14,0,3,.318,.420,.538,.958,.435,169.3,5.34,1973-09-07
183,이진영03SLF,128,562,481,81,158,29,6,17,250,70,10,9,62,4,1,76,6,13,2,.328,.408,.520,.928,.404,147.8,5.33,1980-06-15
184,박경완01현C,130,528,421,66,108,13,1,24,195,81,21,8,91,7,2,121,9,6,3,.257,.395,.463,.858,.385,123.7,5.32,1972-07-11
185,심정수00두RF,126,542,454,75,138,21,2,29,250,91,3,0,69,10,1,67,12,0,9,.304,.400,.551,.951,.413,149.9,5.31,1975-05-05
186,손아섭16롯RF,144,672,575,118,186,33,1,16,269,81,42,4,92,3,1,104,4,0,2,.323,.418,.468,.886,.406,131.0,5.30,1988-03-18
187,손아섭18롯RF,141,625,553,109,182,32,5,26,302,93,20,3,68,2,1,99,15,1,1,.329,.404,.546,.950,.409,138.6,5.30,1988-03-18
188,이택근09히CF,123,538,456,84,142,26,0,15,213,66,43,8,64,13,5,59,13,1,4,.311,.408,.467,.875,.394,129.1,5.29,1980-07-10
189,브리또00SSS,103,452,405,65,137,26,4,15,216,70,3,2,31,11,2,55,8,3,2,.338,.399,.533,.932,.408,144.9,5.29,1972-05-28
190,러프18삼1B,137,597,506,97,167,32,4,33,306,125,5,3,65,18,0,107,17,0,8,.330,.419,.605,1.024,.432,152.9,5.28,1986-07-28
191,김용철84롯1B,97,396,346,61,113,24,2,21,204,67,8,5,39,4,2,50,6,4,3,.327,.398,.590,.988,.441,188.2,5.27,1957-09-21
192,강기웅93삼2B,102,420,379,60,123,15,2,16,190,75,20,9,26,2,2,24,8,7,6,.325,.366,.501,.867,.393,158.3,5.26,1964-02-25
193,김현수10두LF,132,565,473,88,150,29,0,24,251,89,4,8,78,6,6,64,9,0,8,.317,.414,.531,.945,.419,152.0,5.24,1988-01-12
194,이종범02KCF,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,.293,.365,.464,.829,.363,124.1,5.24,1970-08-15
195,한대화88해3B,101,415,356,51,114,18,1,18,188,57,6,4,46,5,1,35,8,5,2,.320,.403,.528,.932,.418,162.3,5.24,1960-07-08
196,박재홍98현RF,119,507,428,86,114,25,2,30,233,84,43,19,66,9,7,83,13,0,4,.266,.373,.544,.917,.395,151.3,5.24,1973-09-07
197,강민호15롯C,123,456,380,63,118,18,1,35,243,86,0,0,60,14,2,112,14,0,2,.311,.421,.639,1.061,.451,164.9,5.23,1985-08-18
198,로사리오17한1B,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,.339,.414,.661,1.074,.450,165.3,5.20,1989-02-23
199,이승엽00삼1B,125,544,454,108,133,33,0,36,274,95,4,5,80,7,7,113,5,0,3,.293,.404,.604,1.008,.428,157.3,5.18,1976-08-18
200,김동주08두3B,109,451,363,55,112,12,2,18,182,104,2,2,63,12,5,54,11,0,13,.309,.415,.501,.916,.415,154.9,5.18,1976-02-03
201,이용규06KRF,125,552,485,78,154,25,9,1,200,39,38,11,50,9,3,48,6,7,1,.318,.391,.412,.803,.372,137.2,5.17,1985-08-26
202,이택근06현CF,118,486,419,58,135,21,2,9,187,66,8,6,45,9,1,51,6,9,4,.322,.396,.446,.843,.385,147.1,5.17,1980-07-10
203,이병규00LCF,129,595,527,99,170,28,1,18,254,99,14,8,52,5,4,91,15,2,9,.323,.383,.482,.865,.381,128.0,5.17,1974-10-25
204,심정수07삼LF,124,515,427,64,110,17,0,31,220,101,6,0,83,3,1,113,10,0,2,.258,.381,.515,.896,.406,153.8,5.16,1975-05-05
205,장성호01해1B,133,591,489,86,152,32,4,23,261,97,6,4,90,6,5,53,11,3,3,.311,.422,.534,.956,.423,148.3,5.16,1977-10-18
206,한대화91해3B,92,398,336,62,101,17,3,22,190,73,8,8,53,2,3,45,10,0,7,.301,.392,.565,.957,.425,165.1,5.15,1960-07-08
207,홍성흔10롯DH,111,498,431,88,151,28,1,26,259,116,2,2,54,7,3,49,18,1,5,.350,.427,.601,1.028,.451,171.9,5.15,1977-02-28
208,이범호08한3B,125,508,434,80,120,21,3,19,204,77,12,1,61,9,0,50,18,0,4,.277,.374,.470,.844,.389,136.1,5.15,1981-11-25
209,김태균04한1B,129,556,473,76,153,26,1,23,250,106,2,1,70,6,3,99,11,0,7,.323,.412,.529,.940,.422,154.7,5.15,1982-05-29
210,이호준03S1B,133,554,473,86,137,20,1,36,267,102,9,7,69,9,4,80,6,2,1,.290,.390,.564,.954,.414,154.8,5.15,1976-02-08
211,김성한88해1B,104,457,404,72,131,12,0,30,233,89,16,5,31,11,3,52,4,4,7,.324,.382,.577,.959,.424,166.6,5.14,1958-05-18
212,나성범15NRF,144,622,564,112,184,34,5,28,312,135,23,4,32,15,1,127,9,3,8,.326,.373,.553,.926,.400,136.1,5.14,1989-10-03
213,최희섭09K1B,131,545,435,98,134,23,0,33,256,100,2,4,96,7,13,108,14,0,7,.308,.435,.589,1.023,.437,159.4,5.13,1979-03-16
214,김성한91해1B,112,482,411,69,121,25,5,23,225,83,16,9,51,15,2,70,7,0,5,.294,.388,.547,.935,.420,161.8,5.13,1958-05-18
215,버나디나17KCF,139,621,557,118,178,26,8,27,301,111,32,7,41,11,2,112,9,3,9,.320,.372,.540,.913,.390,128.4,5.12,1984-06-12
216,페타지니09LDH,115,498,388,62,129,16,0,26,223,100,2,0,97,7,9,70,7,0,6,.332,.468,.575,1.043,.454,170.5,5.12,1971-06-02
217,크루즈07한DH,121,498,418,68,134,30,0,22,230,85,1,0,69,7,6,73,15,0,4,.321,.422,.550,.972,.438,174.1,5.10,1973-01-28
218,김태균05한1B,124,529,461,73,146,33,2,23,252,100,3,1,60,6,5,73,20,0,2,.317,.401,.547,.947,.421,158.6,5.10,1982-05-29
219,김한수99삼3B,128,551,497,87,169,36,1,18,261,88,7,6,33,13,4,73,12,1,7,.340,.391,.525,.916,.397,133.6,5.09,1971-10-30
220,이진영04SLF,117,483,404,74,138,19,1,15,204,63,8,6,66,5,6,49,9,6,2,.342,.438,.505,.943,.423,158.4,5.07,1980-06-15
221,브리또02삼SS,128,545,481,89,136,29,0,25,240,90,1,2,35,21,3,84,10,4,4,.283,.355,.499,.854,.369,128.1,5.07,1972-05-28
222,최정10S3B,123,493,400,84,120,31,1,20,213,80,12,4,49,20,0,72,7,16,8,.300,.396,.533,.929,.400,138.8,5.07,1987-02-28
223,이만수89삼C,110,413,359,55,102,11,0,20,173,64,4,5,42,10,0,48,12,0,2,.284,.373,.482,.855,.401,149.0,5.06,1958-09-19
224,박용택06LLF,126,534,476,69,140,26,3,16,220,64,25,3,50,2,6,93,7,1,4,.294,.361,.462,.823,.375,140.2,5.06,1979-04-21
225,장효조91롯RF,122,424,346,56,120,17,10,4,169,54,11,7,70,0,6,31,4,2,4,.347,.452,.488,.941,.427,165.2,5.06,1956-07-06
226,김광림95쌍CF,119,489,419,60,141,17,1,7,181,49,16,10,48,5,3,37,8,11,6,.337,.406,.432,.838,.376,143.9,5.06,1961-03-09
227,김동주04두3B,124,517,430,72,123,19,1,19,201,76,4,6,69,16,3,67,14,0,2,.286,.402,.467,.870,.398,141.2,5.05,1976-02-03
228,이영우04한LF,131,572,483,94,154,31,3,13,230,60,20,12,73,8,5,66,13,6,2,.319,.415,.476,.891,.403,142.4,5.05,1973-11-27
229,임수혁96롯C,113,431,373,43,116,18,2,11,171,76,4,5,46,3,6,46,11,2,7,.311,.385,.458,.843,.380,143.2,5.04,1969-06-17
230,강민호10롯C,117,465,410,66,125,19,1,23,215,72,2,7,42,8,1,65,16,0,5,.305,.376,.524,.901,.400,138.5,5.04,1985-08-18
231,이종범95해SS,63,272,239,51,78,10,2,16,140,35,32,3,28,2,4,20,5,0,3,.326,.397,.586,.983,.432,181.9,5.03,1970-08-15
232,김재현02LRF,98,370,296,50,99,14,0,16,161,61,11,3,54,18,5,51,6,0,2,.334,.462,.544,1.006,.441,180.6,5.03,1975-10-02
233,김기태95쌍1B,116,482,402,48,129,34,3,12,205,72,12,10,72,1,15,44,8,0,7,.321,.419,.510,.929,.409,166.9,5.02,1969-05-23
234,강민호16롯C,116,460,381,65,123,26,0,20,209,72,4,0,66,10,4,91,7,0,3,.323,.433,.549,.981,.434,147.7,5.00,1985-08-18
235,강민호12롯C,119,454,400,41,109,21,0,19,187,66,0,1,44,8,2,97,9,0,2,.273,.355,.468,.822,.380,139.2,5.00,1985-08-18
236,구자욱15삼1B,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,.349,.417,.534,.951,.422,148.4,4.99,1993-02-12
237,데이비스06한CF,117,479,415,62,118,21,0,21,202,74,7,6,55,4,7,85,10,0,5,.284,.370,.487,.856,.388,147.3,4.98,1969-10-03
238,안치홍18K2B,130,549,494,88,169,38,1,23,278,118,5,1,36,10,1,57,13,0,9,.342,.392,.563,.954,.407,140.3,4.98,1990-07-02
239,안경현03두2B,128,539,475,65,158,28,3,10,222,72,1,1,48,5,2,43,21,6,5,.333,.396,.467,.863,.385,134.2,4.98,1970-02-13
240,한대화89해3B,106,443,358,52,100,14,2,13,157,63,15,9,81,0,5,42,7,0,4,.279,.409,.439,.847,.399,149.7,4.97,1960-07-08
241,장종훈93빙1B,97,412,339,58,100,21,0,17,172,58,12,2,58,9,7,68,4,0,6,.295,.405,.507,.913,.417,175.4,4.97,1968-04-10
242,이용규15한CF,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,.341,.427,.424,.851,.386,119.6,4.96,1985-08-26
243,김선빈17KSS,137,529,476,84,176,34,1,5,227,64,4,4,39,5,4,40,10,5,4,.370,.420,.477,.897,.399,134.0,4.96,1989-12-18
244,구자욱17삼RF,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,.310,.383,.527,.910,.394,130.6,4.96,1993-02-12
245,박용택13LCF,125,539,476,79,156,22,4,7,207,67,13,8,52,4,1,71,5,0,7,.328,.393,.435,.828,.388,131.6,4.95,1979-04-21
246,장성호06K1B,126,540,445,62,136,24,2,13,203,79,6,3,83,3,10,38,5,3,6,.306,.413,.456,.870,.397,154.8,4.95,1977-10-18
247,이범호05한3B,126,513,444,69,121,27,1,26,228,68,6,2,53,9,0,94,8,1,6,.273,.357,.514,.871,.387,135.8,4.95,1981-11-25
248,이병규05LCF,119,517,466,62,157,24,2,9,212,75,10,6,34,9,1,62,10,1,7,.337,.388,.455,.843,.385,136.3,4.94,1974-10-25
249,최형우18KLF,143,609,528,92,179,34,1,25,290,103,3,0,66,7,7,87,17,0,8,.339,.414,.549,.963,.411,143.4,4.94,1983-12-16
250,김하성15넥SS,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,.290,.362,.489,.851,.372,112.9,4.94,1995-10-17
251,김태균14한1B,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,.365,.463,.564,1.027,.456,158.8,4.94,1982-05-29
252,김동주99두3B,114,455,399,62,128,25,3,22,225,84,2,1,41,10,1,53,9,1,4,.321,.394,.564,.958,.410,144.7,4.94,1976-02-03
253,손아섭11롯RF,116,492,442,79,144,25,5,15,224,83,13,4,43,2,1,80,6,1,4,.326,.385,.507,.892,.407,147.9,4.93,1988-03-18
254,로마이어99한DH,132,572,487,91,142,30,3,45,313,109,6,2,74,6,4,100,8,0,5,.292,.388,.643,1.031,.426,152.4,4.93,1965-09-27
255,이영우00한LF,128,542,478,91,152,36,5,25,273,64,7,12,52,8,5,91,5,1,3,.318,.392,.571,.963,.415,148.2,4.92,1973-11-27
256,정근우15한2B,126,552,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,.316,.403,.466,.868,.384,119.2,4.91,1982-10-02
257,최형우13삼LF,128,573,511,80,156,28,0,29,271,98,2,1,47,7,1,91,5,0,8,.305,.367,.530,.897,.404,142.6,4.91,1983-12-16
258,김하성17넥SS,141,601,526,90,159,36,3,23,270,114,16,8,58,8,2,65,8,2,7,.302,.376,.513,.889,.385,125.4,4.91,1995-10-17
259,고영민07두2B,126,536,444,89,119,29,1,12,186,66,36,10,61,17,1,105,9,8,6,.268,.373,.419,.792,.365,124.7,4.91,1984-02-08
260,우즈01두1B,118,525,436,101,127,16,2,34,249,113,12,3,83,1,4,114,11,0,5,.291,.402,.571,.973,.423,150.2,4.90,1969-08-19
261,박석민10삼3B,112,457,356,58,108,18,0,15,171,64,3,2,76,15,4,84,14,5,5,.303,.440,.480,.921,.415,148.8,4.90,1985-06-22
262,박진만06삼SS,115,452,382,54,108,22,1,11,165,65,10,6,56,7,0,74,6,2,5,.283,.380,.432,.812,.377,141.1,4.90,1976-11-30
263,김동수90LC,110,416,352,46,102,20,1,13,163,62,15,10,45,10,1,40,6,2,7,.290,.379,.463,.842,.390,140.6,4.89,1968-10-27
264,박한이06삼CF,126,567,471,89,134,21,2,6,177,43,15,10,80,6,4,62,11,7,3,.285,.393,.376,.769,.360,128.9,4.89,1979-01-28
265,심정수05삼LF,124,528,433,77,119,14,0,28,217,87,3,2,89,4,4,116,12,0,2,.275,.402,.501,.903,.406,149.8,4.89,1975-05-05
266,박정태98롯2B,113,473,406,56,129,24,2,13,196,79,1,3,52,4,3,47,5,3,8,.318,.394,.483,.876,.386,143.9,4.88,1969-01-27
267,정근우07SSS,111,391,341,62,110,24,2,9,165,44,24,10,35,6,0,44,6,9,0,.323,.395,.484,.879,.398,149.1,4.88,1982-10-02
268,동봉철93삼CF,68,295,249,53,86,10,5,5,121,28,20,9,32,12,0,29,3,1,1,.345,.442,.486,.928,.434,187.5,4.87,1970-01-02
269,한대화86해3B,103,394,342,50,102,24,2,14,172,66,8,7,40,2,1,40,13,7,3,.298,.372,.503,.875,.399,162.7,4.86,1960-07-08
270,정수근01두CF,122,546,467,95,143,21,9,2,188,53,52,11,71,1,1,51,8,2,5,.306,.395,.403,.798,.372,115.2,4.85,1977-01-20
271,히메네스16L3B,135,579,523,101,161,36,0,26,275,102,18,9,39,10,2,67,8,1,6,.308,.363,.526,.889,.388,126.8,4.85,1988-01-18
272,김종국02K2B,133,595,527,95,151,26,3,8,207,53,50,9,61,3,0,116,5,3,1,.287,.363,.393,.756,.343,109.8,4.85,1973-09-14
273,김민호92롯1B,118,495,413,69,133,28,4,16,217,88,5,2,68,6,4,76,10,0,8,.322,.418,.525,.944,.421,155.3,4.84,1961-04-28
274,장효조86삼LF,95,367,304,55,100,20,2,6,142,41,16,7,59,1,7,30,6,0,3,.329,.436,.467,.903,.420,176.9,4.84,1956-07-06
275,이대호09롯3B,133,549,478,73,140,28,1,28,254,100,0,0,51,16,3,65,13,0,4,.293,.377,.531,.908,.396,131.3,4.84,1982-06-21
276,박한이03삼RF,133,612,528,113,170,34,1,12,242,59,17,7,63,8,1,55,7,8,5,.322,.399,.458,.857,.384,131.8,4.83,1979-01-28
277,이만수92삼C,93,368,305,50,88,11,0,22,165,70,7,3,48,12,8,41,8,0,3,.289,.402,.541,.943,.414,150.8,4.83,1958-09-19
278,마르테15k3B,115,487,425,85,148,32,1,20,242,89,0,0,51,2,7,60,19,0,8,.348,.414,.569,.983,.424,149.0,4.83,1983-10-21
279,양의지16두C,108,392,332,66,106,17,0,22,189,66,2,0,40,12,1,29,20,1,7,.319,.404,.569,.973,.422,149.6,4.81,1987-06-05
280,박재홍06SCF,124,529,452,61,117,22,1,18,195,73,22,8,63,6,4,87,13,2,6,.259,.353,.431,.784,.360,129.7,4.80,1973-09-07
281,김현수18LLF,117,511,453,95,164,39,2,20,267,101,1,3,47,1,6,61,9,0,10,.362,.415,.589,1.004,.424,155.2,4.79,1988-01-12
282,강정호10넥SS,133,522,449,60,135,30,2,12,205,58,2,2,61,7,6,87,14,3,2,.301,.391,.457,.848,.383,127.6,4.79,1987-04-05
283,양준혁01LDH,124,531,439,79,156,20,3,14,224,92,12,5,80,1,4,55,9,2,8,.355,.449,.510,.959,.431,155.7,4.79,1969-05-26
284,이종범05KCF,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,.312,.393,.421,.814,.374,127.8,4.79,1970-08-15
285,장채근92해C,112,396,326,59,86,14,0,23,169,62,1,0,60,6,1,66,11,0,4,.264,.384,.518,.902,.401,143.2,4.78,1964-03-28
286,로맥18S1B,141,616,528,102,167,19,0,43,315,107,10,5,72,10,0,123,7,0,6,.316,.404,.597,1.001,.422,144.1,4.78,1985-09-30
287,박석민16N3B,126,506,427,77,131,20,0,32,247,104,2,0,56,16,2,95,18,2,4,.307,.404,.578,.982,.424,144.1,4.78,1985-06-22
288,유승안89빙C,115,429,370,46,104,15,0,21,182,85,0,4,50,1,8,71,6,2,6,.281,.363,.492,.855,.389,140.2,4.76,1956-06-01
289,이순철85해3B,99,411,369,67,112,18,5,12,176,50,31,12,33,4,0,48,6,3,2,.304,.365,.477,.842,.385,142.7,4.76,1961-04-18
290,박경완97쌍C,82,314,239,46,67,15,1,16,132,48,2,3,58,8,1,59,7,5,4,.280,.430,.552,.983,.426,170.9,4.75,1972-07-11
291,이범호06한3B,126,497,421,53,108,25,1,20,195,73,0,2,65,7,2,87,11,1,3,.257,.363,.463,.826,.379,141.1,4.75,1981-11-25
292,진갑용03삼C,126,485,435,64,126,20,2,21,213,53,1,1,36,10,3,34,13,2,2,.290,.356,.490,.846,.373,124.2,4.75,1974-05-08
293,조원우98쌍CF,126,536,479,80,149,20,4,12,213,62,23,6,35,7,3,46,15,12,3,.311,.365,.445,.809,.354,122.6,4.74,1971-04-08
294,채은성18LRF,139,578,529,78,175,36,2,25,290,119,3,1,35,9,1,97,12,0,5,.331,.379,.548,.927,.396,137.5,4.73,1990-02-06
295,이영우03한LF,133,590,498,90,148,28,4,16,232,71,18,9,78,8,7,71,7,3,3,.297,.399,.466,.865,.386,133.1,4.72,1973-11-27
296,박민우17N2B,106,452,388,84,141,25,4,3,183,47,11,1,46,11,0,51,8,3,4,.363,.441,.472,.913,.412,145.5,4.71,1993-02-06
297,김동기89태C,120,489,399,61,100,25,1,11,160,59,7,9,77,7,8,86,8,2,4,.251,.378,.401,.779,.367,126.7,4.71,1964-03-05
298,양준혁99해DH,131,588,496,96,160,23,1,32,281,105,21,12,82,5,7,68,14,1,4,.323,.421,.567,.987,.422,150.2,4.71,1969-05-26
299,아두치15롯CF,132,594,526,105,165,34,5,28,293,106,24,10,55,8,8,118,9,1,4,.314,.385,.557,.942,.405,135.2,4.71,1985-05-15
300,데이비스00한CF,107,458,419,72,140,29,1,22,237,80,21,7,25,2,1,92,15,3,9,.334,.367,.566,.933,.399,137.8,4.70,1969-10-03
301,김재박83MSS,97,433,373,53,108,22,2,5,149,46,34,12,42,10,2,23,7,4,4,.290,.373,.399,.772,.357,130.3,4.69,1954-05-23
302,정구선84삼2B,97,420,351,41,103,14,1,12,155,46,3,2,62,4,3,38,7,1,2,.293,.403,.442,.845,.392,151.3,4.69,1956-12-15
303,프랑코00삼RF,132,549,477,79,156,19,1,22,243,110,12,5,63,2,5,86,11,0,7,.327,.403,.509,.912,.401,139.5,4.69,1961-08-23
304,김한수02삼3B,127,541,486,69,151,23,1,17,227,76,4,2,35,14,2,61,15,2,4,.311,.371,.467,.838,.370,128.5,4.68,1971-10-30
305,김재현05SDH,120,499,400,63,126,17,0,19,200,77,2,2,80,16,10,59,9,0,3,.315,.445,.500,.945,.427,165.8,4.68,1975-10-02
306,김재박85MSS,100,431,377,54,118,15,3,3,148,36,50,17,39,5,1,29,3,6,3,.313,.382,.393,.775,.360,125.7,4.67,1954-05-23
307,장성호00해1B,115,546,450,90,146,30,1,14,220,48,6,5,88,3,4,57,7,2,3,.324,.436,.489,.925,.413,148.2,4.66,1977-10-18
308,정성훈13L3B,121,477,407,64,127,22,1,9,178,62,13,6,59,7,0,58,12,0,4,.312,.405,.437,.842,.396,137.7,4.66,1980-06-27
309,최주환18두DH,138,590,519,87,173,39,6,26,302,108,1,0,51,10,1,89,5,0,10,.333,.397,.582,.979,.413,148.6,4.66,1988-02-28
310,박석민11삼3B,128,537,457,74,127,24,3,15,202,86,3,1,59,13,1,105,13,5,3,.278,.374,.442,.816,.376,127.6,4.65,1985-06-22
311,고영민08두2B,126,528,427,84,114,15,3,9,162,70,39,9,74,14,0,109,10,7,6,.267,.388,.379,.767,.363,119.1,4.65,1984-02-08
312,장효조87삼RF,88,335,284,51,110,16,4,2,140,58,7,4,41,3,3,26,1,1,6,.387,.461,.493,.954,.444,181.3,4.63,1956-07-06
313,유지현01LSS,129,580,448,90,127,26,2,9,184,53,21,7,96,3,0,59,13,30,3,.283,.411,.411,.822,.366,111.5,4.62,1971-05-25
314,데이비스04한CF,119,510,440,70,128,26,1,19,213,77,9,5,61,3,4,89,12,2,4,.291,.378,.484,.862,.387,131.4,4.61,1969-10-03
315,이택근08히CF,110,428,372,59,118,19,1,12,175,58,18,6,48,4,4,44,10,1,3,.317,.398,.470,.869,.400,143.0,4.60,1980-07-10
316,김용철87롯2B,103,428,382,49,120,32,2,7,177,59,11,8,42,3,6,33,12,0,1,.314,.386,.463,.849,.395,147.4,4.60,1957-09-21
317,홍현우93해3B,123,527,446,56,117,21,1,13,179,61,10,4,64,4,1,70,12,6,7,.262,.355,.401,.756,.352,129.1,4.60,1972-09-28
318,김응국92롯LF,119,486,401,76,128,20,12,10,202,79,29,8,58,5,3,50,6,7,15,.319,.399,.504,.903,.395,138.2,4.59,1966-01-14
319,진갑용02삼C,133,517,462,58,130,29,1,18,215,86,0,0,41,8,4,56,13,1,5,.281,.347,.465,.812,.354,117.8,4.59,1974-05-08
320,전준호92롯CF,120,537,466,90,140,17,9,5,190,49,33,6,51,7,0,49,4,11,2,.300,.376,.408,.784,.358,113.8,4.58,1969-02-15
321,박경수15k2B,137,537,440,75,125,30,1,22,223,73,6,4,74,13,1,115,8,6,4,.284,.399,.507,.906,.397,131.0,4.57,1984-03-31
322,정근우08S2B,124,550,491,73,154,20,4,8,206,58,40,20,46,3,1,53,9,6,4,.314,.373,.420,.793,.367,122.6,4.57,1982-10-02
323,이동수99쌍3B,86,357,291,56,93,19,2,19,173,68,2,0,46,14,3,69,9,2,4,.320,.431,.595,1.026,.434,159.6,4.56,1973-03-24
324,김동기88태C,62,248,212,41,76,18,1,10,126,39,3,0,28,5,4,27,3,1,2,.358,.441,.594,1.036,.461,191.9,4.56,1964-03-05
325,공필성94롯3B,126,488,420,55,114,23,5,12,183,57,25,10,45,13,2,71,8,4,6,.271,.355,.436,.791,.360,128.0,4.55,1967-11-11
326,우즈99두1B,124,544,454,90,135,20,0,34,257,101,5,2,83,3,8,126,14,0,4,.297,.406,.566,.972,.412,146.1,4.55,1969-08-19
327,가르시아08롯RF,125,513,460,68,130,25,2,30,249,111,2,1,48,3,6,100,10,0,2,.283,.353,.541,.894,.399,144.9,4.55,1975-10-29
328,안치홍14K2B,126,479,434,65,147,31,2,18,236,88,19,6,33,6,1,65,11,2,4,.339,.390,.544,.934,.408,133.4,4.55,1990-07-02
329,이병규01LCF,133,607,542,107,167,30,4,12,241,83,24,8,54,4,6,69,10,4,3,.308,.373,.445,.818,.368,112.8,4.55,1974-10-25
330,강동우09한CF,128,585,506,88,153,30,2,10,217,48,27,3,69,1,0,58,6,4,5,.302,.384,.429,.813,.369,112.5,4.55,1974-04-20
331,버나디나18KCF,131,590,513,106,159,25,3,20,250,70,32,13,63,10,3,103,9,3,1,.310,.395,.487,.883,.385,125.4,4.55,1984-06-12
332,민병헌14두RF,124,527,470,85,162,31,3,12,235,79,16,8,37,6,0,63,11,8,6,.345,.395,.500,.895,.394,130.3,4.54,1987-03-10
333,진갑용04삼C,129,491,439,60,122,20,0,24,214,71,0,0,34,12,2,51,16,2,4,.278,.344,.487,.831,.371,121.0,4.53,1974-05-08
334,이해창83MCF,100,444,388,65,114,21,4,8,167,46,26,14,41,7,3,33,5,2,6,.294,.367,.430,.797,.365,135.9,4.53,1953-04-23
335,김재현01LRF,126,534,428,81,139,29,1,8,194,61,10,8,88,6,1,83,9,8,4,.325,.443,.453,.896,.411,141.6,4.52,1975-10-02
336,송구홍93L3B,105,433,387,51,119,21,2,4,156,49,19,6,32,8,0,30,12,2,4,.307,.369,.403,.772,.363,139.0,4.52,1968-06-23
337,박석민14삼3B,110,425,356,77,112,21,0,27,214,72,0,1,54,12,3,62,12,0,3,.315,.419,.601,1.020,.438,147.7,4.52,1985-06-22
338,박건우16두RF,132,540,484,95,162,36,4,20,266,83,17,6,38,9,0,86,9,4,5,.335,.390,.550,.940,.411,137.7,4.51,1990-09-08
339,김동기92태C,107,391,333,53,98,15,2,15,162,58,2,1,46,7,1,59,13,5,0,.294,.391,.486,.878,.394,138.0,4.51,1964-03-05
340,나성범18NRF,144,620,556,110,177,36,3,23,288,91,15,2,44,15,4,131,11,0,5,.318,.381,.518,.899,.387,126.6,4.51,1989-10-03
341,강동우98삼CF,123,468,414,74,124,23,8,10,193,30,22,7,42,1,1,68,5,11,0,.300,.365,.466,.832,.362,127.5,4.50,1974-04-20
342,이용규12KCF,125,580,491,86,139,14,2,2,163,37,44,12,66,10,0,38,9,10,3,.283,.377,.332,.709,.340,111.3,4.50,1985-08-26
343,박준태93LCF,124,478,401,68,107,29,5,8,170,39,28,13,53,4,5,69,7,17,3,.267,.356,.424,.780,.349,128.2,4.49,1967-02-22
344,김용철88롯2B,102,422,380,65,111,21,2,18,190,69,15,4,34,4,3,26,13,1,1,.292,.356,.500,.856,.385,139.7,4.49,1957-09-21
345,박용택14LCF,124,549,464,71,159,24,2,9,214,73,11,9,75,1,3,65,15,2,7,.343,.430,.461,.891,.405,136.1,4.49,1979-04-21
346,김형석93ORF,126,529,480,47,147,23,4,10,208,62,2,4,46,0,6,61,12,1,2,.306,.366,.433,.799,.371,145.1,4.48,1962-08-18
347,김태균07한1B,118,491,393,62,114,13,0,21,190,85,2,1,90,2,4,70,13,0,6,.290,.420,.483,.903,.414,157.5,4.48,1982-05-29
348,호세06롯DH,122,504,415,59,115,21,0,22,202,78,3,2,84,2,5,83,13,0,3,.277,.399,.487,.886,.405,163.0,4.47,1965-05-02
349,강석천97한3B,123,506,447,66,144,19,4,7,192,34,17,9,37,7,1,40,9,10,5,.322,.379,.430,.809,.362,126.6,4.47,1967-12-07
